probed_at,model_label,model_id,tool,condition,condition_kind,trial,strict,reasoning_effort,verdict,note,arguments,error,error_status
2026-07-18T21:42:58.617246+00:00,gpt-5.5,gpt-5.5,lookup-record,nested_union,repair-nested,7,True,,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:42:59.995828+00:00,gpt-5.5,gpt-5.5,lookup-record,nested_union,repair-nested,8,True,,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:43:01.319483+00:00,gpt-5.5,gpt-5.5,lookup-record,nested_union,repair-nested,9,True,,honored,exactly one identifier (id),"{""query"": {""id"": ""REC-4417""}}",,
2026-07-18T21:43:02.082532+00:00,gpt-5.5,gpt-5.5,create-payment,verbatim,verbatim,0,True,,rejected,,,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:43:02.816096+00:00,gpt-5.5,gpt-5.5,create-payment,verbatim,verbatim,1,True,,rejected,,,"Invalid schema for function 'create-payment': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:43:03.585302+00:00,gpt-5.5,gpt-5.5,create-payment,envelope,envelope,0,True,,rejected,,,"Invalid schema for function 'create-payment': In context=('properties', 'method'), 'oneOf' is not permitted.",400
2026-07-18T21:43:04.335781+00:00,gpt-5.5,gpt-5.5,create-payment,envelope,envelope,1,True,,rejected,,,"Invalid schema for function 'create-payment': In context=('properties', 'method'), 'oneOf' is not permitted.",400
2026-07-18T21:43:06.015132+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,0,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:07.916612+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,1,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:09.375921+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,2,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:10.993306+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,3,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:12.612590+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,4,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:14.061180+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,5,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:15.714322+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,6,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:17.324356+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,7,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:18.821338+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,8,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:20.454386+00:00,gpt-5.5,gpt-5.5,create-payment,anyof_typed_consts,repair-equivalent,9,True,,honored,card branch with cardNumber,"{""amount"": 42.5, ""method"": {""kind"": ""card"", ""cardNumber"": ""4111111111111111""}}",,
2026-07-18T21:43:21.234018+00:00,gpt-5.5,gpt-5.5,create-shipment,verbatim,verbatim,0,True,,rejected,,,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:43:22.005631+00:00,gpt-5.5,gpt-5.5,create-shipment,verbatim,verbatim,1,True,,rejected,,,"Invalid schema for function 'create-shipment': In context=(), 'required' is required to be supplied and to be an array including every key in properties. Missing 'street'.",400
2026-07-18T21:43:23.745593+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,0,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:25.611690+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,1,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:27.280331+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,2,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:28.980610+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,3,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:30.772885+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,4,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:32.685457+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,5,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:34.625285+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,6,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:36.300427+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,7,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:38.148313+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,8,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:40.019645+00:00,gpt-5.5,gpt-5.5,create-shipment,envelope,envelope,9,True,,honored,both addresses honour the shared $def,"{""from"": {""city"": ""San Francisco"", ""country"": ""US"", ""street"": ""123 Market St""}, ""to"": {""city"": ""London"", ""country"": ""GB"", ""street"": ""10 Downing St""}}",,
2026-07-18T21:43:40.851220+00:00,gpt-5.5,gpt-5.5,register-address,verbatim,verbatim,0,True,,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:43:41.619379+00:00,gpt-5.5,gpt-5.5,register-address,verbatim,verbatim,1,True,,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:43:42.391616+00:00,gpt-5.5,gpt-5.5,register-address,envelope,envelope,0,True,,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:43:43.203394+00:00,gpt-5.5,gpt-5.5,register-address,envelope,envelope,1,True,,rejected,,,"Invalid schema for function 'register-address': In context=(), 'if' is not permitted.",400
2026-07-18T21:43:44.790520+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,0,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:46.250574+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,1,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:47.921182+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,2,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:49.376432+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,3,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:50.788763+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,4,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:52.277942+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,5,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:54.173246+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,6,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:55.832121+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,7,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:58.022741+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,8,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:43:59.553937+00:00,gpt-5.5,gpt-5.5,register-address,nested_anyof_conditional,repair-nested,9,True,,honored,US -> 5-digit ZIP enforced,"{""address"": {""country"": ""US"", ""postalCode"": ""98101""}}",,
2026-07-18T21:44:00.513802+00:00,gpt-5.5,gpt-5.5,plot-point,verbatim,verbatim,0,True,,rejected,,,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:44:01.338467+00:00,gpt-5.5,gpt-5.5,plot-point,verbatim,verbatim,1,True,,rejected,,,"Invalid schema for function 'plot-point': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:44:02.148313+00:00,gpt-5.5,gpt-5.5,plot-point,envelope,envelope,0,True,,rejected,,,"Invalid schema for function 'plot-point': In context=('properties', 'coordinates'), array schema items is not an object.",400
2026-07-18T21:44:02.949022+00:00,gpt-5.5,gpt-5.5,plot-point,envelope,envelope,1,True,,rejected,,,"Invalid schema for function 'plot-point': In context=('properties', 'coordinates'), array schema items is not an object.",400
2026-07-18T21:44:04.791789+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,0,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:06.161271+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,1,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:07.657091+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,2,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:09.087308+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,3,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:10.616311+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,4,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:12.128395+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,5,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:13.582741+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,6,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:15.047964+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,7,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:16.489749+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,8,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:18.292691+00:00,gpt-5.5,gpt-5.5,plot-point,minmax_items_tuple,repair-approximation,9,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:19.903811+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,0,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:21.563920+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,1,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:23.339800+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,2,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:24.852361+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,3,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:26.658075+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,4,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:28.281531+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,5,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:29.951159+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,6,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:31.578938+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,7,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:33.073790+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,8,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:34.639801+00:00,gpt-5.5,gpt-5.5,plot-point,prefixitems_with_items,tolerated,9,True,,honored,exactly two numeric coordinates,"{""coordinates"": [3, 7], ""label"": ""origin offset""}",,
2026-07-18T21:44:35.534075+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,verbatim,verbatim,0,True,,rejected,,,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:44:36.400114+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,verbatim,verbatim,1,True,,rejected,,,"Invalid schema for function 'get-enum-selections': In context=(), 'additionalProperties' is required to be supplied and to be false.",400
2026-07-18T21:44:37.279134+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,envelope,envelope,0,True,,rejected,,,"Invalid schema for function 'get-enum-selections': In context=('properties', 'titledMultipleSelectEnum', 'items', 'anyOf', '0'), schema must have a 'type' key.",400
2026-07-18T21:44:38.134443+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,envelope,envelope,1,True,,rejected,,,"Invalid schema for function 'get-enum-selections': In context=('properties', 'titledMultipleSelectEnum', 'items', 'anyOf', '0'), schema must have a 'type' key.",400
2026-07-18T21:44:40.484167+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,0,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-5"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:44:42.828774+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,1,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-4"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:44:45.805794+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,2,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-4"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:44:48.049574+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,3,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:44:50.276544+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,4,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-3"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:44:52.423982+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,5,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-5"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
2026-07-18T21:44:54.630477+00:00,gpt-5.6-sol,gpt-5.6-sol,get-enum-selections,anyof_typed_consts,repair-equivalent,6,True,none,honored,all 5 supplied selection(s) are enum members,"{""legacyTitledEnum"": ""pet-4"", ""titledMultipleSelectEnum"": [""fish-2"", ""fish-3""], ""titledSingleSelectEnum"": ""hero-3"", ""untitledMultipleSelectEnum"": [""Guitar"", ""Piano""], ""untitledSingleSelectEnum"": ""Chandler""}",,
